frame,start_us,end_us,relative_start_us,relative_end_us,event_count,valid_motion_events,scale,is_observable,scale_valid_points,scale_input_points,denominator,residual_rmse,weighted_residual_rmse,pred_dir_x,pred_dir_y,pred_dir_z,translation_metric_x,translation_metric_y,translation_metric_z,uncertainty_mean,uncertainty_median,depth_mean,depth_median,elapsed_seconds
781,26033073,26066406,2699973,2733306,10681,10681,5.5504053024635125,True,8475,10681,0.37181841428701823,0.044393696206670955,0.044393696206670955,0.23890811106567242,-0.10149651724094655,-0.9657232375030398,1.326036846461536,-0.5633468074761905,-5.360155378153492,1.616838271250123,1.3372546434402466,41.875757683485304,42.61573791503906,0.21691024396568537
782,26066406,26099739,2733306,2766639,10352,10352,1.51320995257948,True,5468,10352,1.6289620793014836,0.03158036138198846,0.03158036138198846,0.7348439171599814,0.6767819750020231,0.044391167071277327,1.111973129045305,1.024113220305288,0.06717315581925774,2.1322854297304703,1.6537083983421326,44.760074862741064,41.573978424072266,0.2789542078971863
783,26099739,26133072,2766639,2799972,10342,10342,2.9285268145699845,True,1101,10342,0.16832737646166218,0.010302047623565389,0.010302047623565389,-0.14091377610943004,-0.08798408508959217,-0.986104511940224,-0.41266977187973897,-0.2576637524408784,-2.8878335051921242,2.52416784470201,3.2947977781295776,31.22937369517214,31.74723243713379,0.38507662527263165
784,26133072,26166405,2799972,2833305,10200,10198,3.8373615138574952,True,6068,10198,0.2530980143174707,0.027748108770685904,0.027748108770685904,0.041739288708022515,0.08818755193812397,-0.9952290125690244,0.16016874010412802,0.33840751780903705,-3.819053510310961,2.8322672491165686,3.3758113384246826,39.60970047413777,36.50944900512695,0.4613543371669948
785,26166405,26199738,2833305,2866638,10255,10255,1.6913357438366456,True,7568,10255,1.2769687547879156,0.035053169096395435,0.035053169096395435,-0.7877201917217759,-0.11859282888161155,-0.6045102484545758,-1.3322993164042607,-0.20058029045067924,-1.0224297907293785,2.269241406311572,2.2485759258270264,48.3910709955819,46.384056091308594,0.35964164789766073
786,26199738,26233071,2866638,2899971,10797,10797,1.0899527186254065,True,5453,10797,1.833166781837948,0.03988137899181091,0.03988137899181091,-0.9239491478811038,0.3028169279267309,-0.23370896491720525,-1.0070608856087295,0.3300561338408755,-0.25473172167967284,1.689109476395845,1.409267783164978,43.678042932672724,42.52241516113281,0.21167222503572702
787,26233071,26266404,2899971,2933304,10537,10537,4.822805452239778,True,6284,10537,0.1643142651002043,0.039443541253994165,0.039443541253994165,-0.09317031955814788,-0.20760091867166283,-0.9737664761724714,-0.44934232515257855,-1.0012188424610649,-4.696286270499396,1.7381501842272575,1.4421603679656982,53.72001252649993,53.11920928955078,0.2044360376894474
788,26266404,26299737,2933304,2966637,10600,10600,0.9592850614145194,True,3947,10600,0.7895539642456068,0.03891603047446429,0.03891603047446429,-0.8137941083794364,-0.5624329847677234,-0.14631570933831284,-0.7806605312406216,-0.5395335603379678,-0.14035847421942574,1.696382803990185,1.423529326915741,54.08366246025518,53.34103775024414,0.19022513600066304
789,26299737,26333070,2966637,2999970,11144,11144,3.3117321150830255,True,7573,11144,0.9370065613280838,0.04484556033391282,0.04484556033391282,-0.5657404933964997,-0.46780649815560676,-0.6790395970859878,-1.873580960788013,-1.5492498035896833,-2.248797241087396,1.3016727153432126,1.2044852375984192,52.45741730633179,52.28790855407715,0.16558393882587552
790,26333070,26366403,2999970,3033303,11887,11885,2.9709438222199305,True,11248,11885,1.8096306191921245,0.0598227290034918,0.0598227290034918,-0.9657505543249776,-0.058115005568810045,0.2528804321134128,-2.8691906431813816,-0.17265641677318075,0.7512935575487281,1.2786892004781447,1.017677664756775,59.21724654868916,60.456146240234375,0.1818192801438272
791,26366403,26399736,3033303,3066636,12647,12647,3.891341241604558,True,6935,12647,0.5003218496441459,0.039831151490225744,0.039831151490225744,-0.3382024161731647,0.11545887931091733,-0.9339637963428817,-1.3160610100673742,0.4492898987728454,-3.634371838881326,1.6153398933577048,1.358656644821167,52.76862248547173,53.57097625732422,0.2252277797088027
792,26399736,26433069,3066636,3099969,11332,11332,4.828152802305966,True,7107,11332,0.22638043397268032,0.03859813410765864,0.03859813410765864,-0.4296058454105462,0.1743354665199787,0.8860281952058063,-2.074202666408745,0.8417182712208864,4.277879513610771,1.804756428859339,1.4802709221839905,56.63945824023569,54.00995445251465,0.26732246670871973
793,26433069,26466402,3099969,3133302,13527,13527,1.8896958969818185,True,10109,13527,2.0061748133941855,0.05028339416666733,0.05028339416666733,-0.9178547878854961,-0.1818212004282451,0.35282239076418187,-1.7344664266974994,-0.34358677643458574,0.6667270241923737,1.5293928904700644,1.3483942747116089,48.5147699717188,48.01393508911133,0.25247708335518837
794,26466402,26499735,3133302,3166635,11964,11964,3.1619652271026757,True,10323,11964,0.8654009728629859,0.04693903129654704,0.04693903129654704,-0.35782515206654375,-0.18628057600427722,0.915019512114469,-1.1314306882181957,-0.589012703810732,2.89325987942911,1.7304433440699165,1.4419214129447937,43.2775021069666,40.68758010864258,0.29589977487921715
795,26499735,26533068,3166635,3199968,11493,11488,0.43730552432978653,True,4808,11488,2.5427463210374537,0.04011822363512991,0.04011822363512991,-0.6029288897980679,-0.38905930327696775,-0.6964981065098284,-0.26366413428787155,-0.1701377826156588,-0.30458246966331404,1.993356390479478,1.4679650664329529,32.26431625201509,26.89291000366211,0.2682845829986036
796,26533068,26566401,3199968,3233301,10352,10352,0.8724145636633218,True,7834,10352,2.3322970429342194,0.04116386595047338,0.04116386595047338,0.29313760180567355,-0.625721334939341,-0.722871466724835,0.25573751297317615,-0.5458884053971464,-0.6306435952288103,2.152372748588487,1.6402456760406494,27.707170130296323,26.158095359802246,0.344406726770103
797,26566401,26599734,3233301,3266634,10519,10519,1.3207996047836315,True,8296,10519,3.0649897485780264,0.04031878115296282,0.04031878115296282,0.7612261915454211,0.18979980922857342,-0.6200892820533935,1.0054272529464325,0.2506875130176798,-0.8190136786685545,2.1112565869372593,1.5572803020477295,33.78651749093855,29.18036651611328,0.31540407380089164
798,26599734,26633067,3266634,3299967,10927,10922,2.9163629002450717,True,6364,10922,0.49844141587787005,0.03701386885988038,0.03701386885988038,0.2961923680806083,-0.0026073187114103954,-0.9551247473378249,0.8638044336072256,-0.007603887559082689,-2.7854903782458726,2.2749232286612084,1.516914963722229,36.50812665980894,34.642555236816406,0.30371370911598206
799,26633067,26666400,3299967,3333300,10402,10402,0.957560206399273,True,7229,10402,3.292268821730005,0.035930703927162425,0.035930703927162425,0.5854532612862308,-0.6740947052880016,0.45037851541197566,0.5606067457164179,-0.645486265130593,0.43126454417726445,2.325004642064687,1.7982816696166992,31.13052675573213,29.160585403442383,0.31566353095695376
800,26666400,26699733,3333300,3366633,10331,10331,3.466212619408255,True,4416,10331,0.27750350181107747,0.028761797006442012,0.028761797006442012,0.2238274567943218,-0.08488971276934233,-0.970924820080457,0.7758335553115648,-0.2942457936594274,-3.36543186386404,2.3503843827999593,1.7957961559295654,29.904227929082523,28.717479705810547,0.3013902120292187
801,26699733,26733066,3366633,3399966,11506,11492,2.688415770414128,True,8180,11492,1.2003262854414973,0.04103972300499899,0.04103972300499899,0.4290058398716764,0.16995489510021838,-0.8871692752707392,1.1533460655125392,0.4569094202472056,-2.3850798706683807,1.8687937280712708,1.4550018310546875,35.60032009837771,35.82550621032715,0.2139849686063826
802,26733066,26766399,3399966,3433299,10605,10605,3.252364579911231,True,8390,10605,0.5227358942642848,0.039223444216799325,0.039223444216799325,0.24460461238399056,0.07685005819958397,-0.9665726315973804,0.7955433774014475,0.24994440725270767,-3.143646590922229,1.9426989023502563,1.5321369171142578,37.54170963174046,35.29625701904297,0.27878051111474633
803,26766399,26799732,3433299,3466632,10316,10316,1.9324057596784063,True,9054,10316,2.1363775812213053,0.04216474421642809,0.04216474421642809,0.36689370694317996,0.27180353517682987,-0.8896695150832821,0.7089875124875945,0.525234716877275,-1.719202495159247,2.0903659713873983,1.5408961772918701,30.140732608594003,28.291519165039062,0.2690730500034988
804,26799732,26833065,3466632,3499965,10298,10298,2.911421586900391,True,5563,10298,0.46030563021268234,0.02579911680359802,0.02579911680359802,0.07560050569501076,-0.0435021537926547,-0.9961888004552351,0.22010494426121846,-0.12665310962869814,-2.9003255782761252,2.738226471607085,3.4280760288238525,25.799482025991807,23.90009880065918,0.5081532336771488
805,26833065,26866398,3499965,3533298,10158,10158,0.1875678913714031,True,10158,10158,2.480932465686693,0.04345661970934699,0.04345661970934699,0.4288382809327691,0.2544611074660554,-0.8668029035398446,0.0804362920942456,0.04772873336364692,-0.16258439285228324,3.742301029553459,3.8975167274475098,29.758711294481007,23.894363403320312,0.6591711500659585
806,26866398,26899731,3533298,3566631,10180,10174,4.654668118384459,True,5285,10174,0.25427022982379344,0.018647949649779127,0.018647949649779127,0.15192269889337195,-0.583503381619337,-0.7977739637238059,0.7071497429993711,-2.716014587398697,-3.713373034630122,3.4791012582742997,3.667596697807312,56.33542792521035,58.7962760925293,0.5757631869055331
807,26899731,26933064,3566631,3599964,10430,10430,2.2027410670214604,True,7626,10430,1.5726153367423932,0.03491317376908002,0.03491317376908002,0.3055405889622882,0.00977292298753501,-0.9521288980334732,0.6730268029499711,0.021527218809507496,-2.09729342479876,2.196055079480117,1.660146176815033,23.36498213664683,20.91282844543457,0.2869431497529149
808,26933064,26966397,3599964,3633297,10606,10606,2.0101838333260806,True,7495,10606,1.224029447254237,0.036304908246513425,0.036304908246513425,0.4394902585375403,-0.0694359302379611,-0.8955595816243426,0.883456212617977,-0.13957898441654618,-1.8002393927646072,2.1915562786141702,1.6185129880905151,26.826975085118033,26.67299461364746,0.2804490616545081
809,26966397,26999730,3633297,3666630,10746,10745,0.8428878009858973,True,6636,10745,2.8160801772851496,0.03598311014165115,0.03598311014165115,0.7408748666571088,0.26010129377841745,-0.6192348091978599,0.6244743871649202,0.2192362075473864,-0.5219454666208705,2.3801189315659173,1.6945507526397705,28.77771093422671,28.429519653320312,0.2935828394256532
810,26999730,27033063,3666630,3699963,10767,10767,0.5198238824946001,True,7424,10767,9.400324859159614,0.03517259237980848,0.03517259237980848,0.35222548720425284,0.9258251388896818,0.13705844867205244,0.18309522027309566,0.48126601821144116,0.07124625491779352,2.400876765677677,2.078665256500244,24.45671377972971,24.095380783081055,0.368297154083848
811,27033063,27066396,3699963,3733296,10309,10307,0.7666625258377363,True,5141,10307,1.0029984121324023,0.03591279831513782,0.03591279831513782,-0.19469141688546804,0.34206294256659925,-0.9192867863226716,-0.14926261342881403,0.26224683954442923,-0.70478272957363,2.2824151085682796,1.6690362691879272,34.867523134882404,33.046165466308594,0.28527772007510066
812,27066396,27099729,3733296,3766629,11125,11125,2.674030503372983,True,6496,11125,0.8031038438796514,0.040585546038942,0.040585546038942,-0.3460098319435916,0.19235454793610132,-0.9183011075258162,-0.9252408450857542,0.5143619286445622,-2.4555651728095538,1.5434077375807036,1.331576943397522,43.27520107980792,41.710670471191406,0.20414085313677788
813,27099729,27133062,3766629,3799962,11101,11100,1.9531675107339075,True,6340,11100,1.2913368967393855,0.04164376695692471,0.04164376695692471,-0.7081717696976632,0.6218818171916859,0.3342988932725106,-1.3831780925968515,1.2146393608588637,0.6529417372162661,1.5944715997655583,1.310700535774231,49.36713439786757,47.75143814086914,0.19445187179371715
814,27133062,27166395,3799962,3833295,10545,10545,1.6044041119441936,True,5400,10545,1.3317845799965697,0.03694384901981047,0.03694384901981047,-0.9697447922336409,0.15572544062633922,-0.1880016624086603,-1.5558625322031578,0.24984653727635,-0.3016306402221629,1.6714576563660555,1.4212560653686523,50.2497081186829,50.621856689453125,0.20428346190601587
815,27166395,27199728,3833295,3866628,11538,11538,3.154737949085582,True,10038,11538,1.80511578229423,0.05250499718389372,0.05250499718389372,-0.8024645054377602,0.09011098068803236,0.5898565322763226,-2.531565228102396,0.28427653040626927,1.86084278689086,1.1326713743626078,1.0528653264045715,47.245076295552124,46.346256256103516,0.1732851997949183
816,27199728,27233061,3866628,3899961,14342,14342,4.747860516793412,True,14084,14342,3.3095322728901246,0.07999775900972268,0.07999775900972268,-0.9991815814821281,0.03194402670394159,0.02481423749601167,-4.743974779831658,0.1516657831352133,0.11781453846178407,0.7682670680282407,0.6158713102340698,54.82489209194394,55.01838493347168,0.22601122315973043
817,27233061,27266394,3899961,3933294,17121,17121,4.403523752856814,True,16670,17121,4.499378991761127,0.08441208371581552,0.08441208371581552,-0.9703027962008147,0.09973584098378291,0.22037523841344872,-4.2727514105386994,0.439189144783755,0.9704275968962468,0.824153665533971,0.715917706489563,50.5276681541192,50.002891540527344,0.29107090923935175
818,27266394,27299727,3933294,3966627,15584,15584,4.4579465530375835,True,15375,15584,6.060810561008198,0.09110691481569241,0.09110691481569241,-0.986525564501612,0.009742898848955352,0.16331682860214022,-4.39787823975811,0.043433322340340696,0.7280576931207178,0.8116884940827805,0.6032718420028687,42.41775813129648,42.37349319458008,0.25228821905329823
819,27299727,27333060,3966627,3999960,16602,16602,1.913898908852249,True,15582,16602,9.809778136013527,0.07539875991493017,0.07539875991493017,-0.9433131293953186,-0.09032022359043534,0.3193784543743169,-1.8054059690579185,-0.1728637773772377,0.6112580753386738,1.1409977175536823,1.0297027230262756,32.11855394319517,31.815783500671387,0.29527910193428397
820,27333060,27366393,3999960,4033293,13498,13498,2.6995898988187403,True,12900,13498,2.165494232661313,0.06521731398356853,0.06521731398356853,-0.8457121114105927,-0.20777399667234162,0.49152923709349133,-2.2830758732755925,-0.5609045826545614,1.3269273634333492,1.3328251200351438,1.0890540480613708,51.09875222343324,48.51805114746094,0.26067689107730985
821,27366393,27399726,4033293,4066626,12581,12567,3.000883007413733,True,8660,12567,0.6109062954567787,0.04342250187817512,0.04342250187817512,-0.503461353731008,-0.18972043112135867,0.8429310904878725,-1.5108286213034596,-0.5693288179122586,2.5295375858700755,2.2273515221950584,1.466700553894043,48.15530219586129,44.88277053833008,0.5091205188073218
822,27399726,27433059,4066626,4099959,11951,11940,1.288777031759562,True,8947,11940,3.2204321466779744,0.04862190688581087,0.04862190688581087,-0.7809929246710603,-0.6243582747337647,-0.01505976027353003,-1.006525743285669,-0.8046586040682053,-0.01940867314438615,2.0198462710220726,1.4288926124572754,44.90679149627685,37.53586959838867,0.2785439509898424
823,27433059,27466392,4099959,4133292,10549,10547,2.5833812140306955,True,8534,10547,0.9662185639767917,0.04118582400487181,0.04118582400487181,0.36884295436371384,-0.3670420895890375,-0.8539525627831117,0.9528619592319982,-0.9482096390040838,-2.2060850083700343,2.3137063873887658,1.5316888093948364,32.40300730080178,26.16265106201172,0.38953534606844187
824,27466392,27499725,4133292,4166625,11611,11606,2.259500740638652,True,9526,11606,1.1707225838676696,0.05250352921210314,0.05250352921210314,0.551802721493126,-0.22685329679840852,-0.802528091895289,1.2467986579022488,-0.51257519213319,-1.8133128180237934,1.5523716403025896,1.3036937713623047,43.96720330854459,41.39701461791992,0.19542296277359128
825,27499725,27533058,4166625,4199958,11669,11668,3.837794497192724,True,8436,11668,0.6500931075198159,0.047408708667529116,0.047408708667529116,0.31543388986144266,0.025841202864936456,-0.9485956427050574,1.210570446739764,0.0991732261560106,-3.6405151376387455,1.5214272514810958,1.2110878229141235,41.38872459239652,38.6464786529541,0.2020548121072352
826,27533058,27566391,4199958,4233291,11054,11054,1.817289192151231,True,7162,11054,2.61975237196157,0.04223182171129276,0.04223182171129276,0.7538976238012804,-0.6556973578609149,-0.041223145369862074,1.3700500037272292,-1.1915917217668184,-0.07491437654738464,1.3701423843801042,1.2616547346115112,40.48187256031923,38.23357391357422,0.1731855827383697
827,27566391,27599724,4233291,4266624,10779,10778,2.891283758708746,True,8353,10778,1.2021673288643981,0.04233442244051994,0.04233442244051994,0.34603579405186297,-0.0755112578892688,-0.9351776725119182,1.0004876712750708,-0.21832447353513637,-2.703864016043552,1.7583154878238798,1.4035481810569763,31.927002622590567,30.59013271331787,0.19638133514672518
828,27599724,27633057,4266624,4299957,10447,10447,3.1771156774100224,True,5416,10447,0.2451387386994291,0.03445118864866321,0.03445118864866321,0.21424553568042412,-0.30119302804152365,-0.9291833028503071,0.6806828502268747,-0.9569250913194172,-2.9521228386798017,2.0242991785996565,1.590437889099121,36.421306425525295,33.471092224121094,0.2776733711361885
829,27633057,27666390,4299957,4333290,10667,10667,3.6475053170898093,True,8187,10667,0.7518657795344964,0.036672461710477444,0.036672461710477444,0.26055727275008994,-0.10556460815450981,-0.9596697458607422,0.9503840377632274,-0.38504746954042307,-3.500400500680431,2.0369721133626606,1.5638983249664307,29.93946895830028,27.65484046936035,0.2624455210752785
830,27666390,27699723,4333290,4366623,10641,10641,3.1918788832371185,True,7547,10641,0.43377811212035544,0.03355120525878203,0.03355120525878203,0.26756852198685505,-0.08860063976316143,-0.9594566236536831,0.8540463151498355,-0.28280251110167376,-3.0624693364258544,2.182728310510141,1.9482344388961792,31.154300479801087,30.686264038085938,0.3583494368940592
831,27699723,27733056,4366623,4399956,11028,11028,1.3326353504617825,True,5560,11028,1.5803931785869532,0.03495576893604269,0.03495576893604269,0.5605048855634551,0.22325631361133436,-0.7974903709035827,0.7469486246114745,0.2975192557334722,-1.0627638599233724,2.0081143010967426,1.5388052463531494,29.978741826378094,27.67499542236328,0.24227694887667894
832,27733056,27766389,4399956,4433289,10822,10822,3.3549521292154947,True,6972,10822,0.41229710521473417,0.03852960199947023,0.03852960199947023,0.20455932595867546,0.25137243751280913,-0.9460271559629119,0.6862867461769485,0.8433424944609216,-3.173875821198093,1.7977681241204835,1.482120156288147,42.39131840917545,41.20326614379883,0.24482039781287313
833,27766389,27799722,4433289,4466622,12110,12096,2.6083094184659483,True,5753,12096,0.4963251980674468,0.03812007319046774,0.03812007319046774,-0.4227102116418252,0.4523581857815951,0.785294943778394,-1.1025590263105227,1.1798901164979592,2.048292198137218,2.02356566596708,1.4711636900901794,47.04927485834354,45.94729232788086,0.22619015211239457
834,27799722,27833055,4466622,4499955,11380,11380,2.320988009968061,True,9614,11380,1.1585463479001188,0.0421977493207225,0.0421977493207225,0.24877359824846915,-0.03986265545596372,-0.9677410115898242,0.5774005387317737,-0.09252074535885428,-2.2461152846561547,1.9485705200399424,1.543331801891327,26.896518552910884,22.434837341308594,0.3443913199007511
835,27833055,27866388,4499955,4533288,10880,10874,2.157511459728121,True,5550,10874,0.19996306667185093,0.037935372980425416,0.037935372980425416,-0.010159501491848896,-0.030655855369315418,-0.9994783654772664,-0.021919240893831727,-0.06614035926719498,-2.1563860272717434,2.3582181540434397,1.6221770644187927,40.7615826136491,38.21397018432617,0.3033839971758425
836,27866388,27899721,4533288,4566621,10362,10360,0.21117526229158798,True,5769,10360,8.624141393890753,0.03305805404330095,0.03305805404330095,0.8566706442236899,0.08740748328519994,0.5084047001947498,0.18090764799243655,0.01845829820910123,0.10736249591449305,2.9704839024077887,2.5282464027404785,22.906969516249696,17.416255950927734,0.45227579213678837
837,27899721,27933054,4566621,4599954,10192,10192,1.0988747307050897,True,7464,10192,4.908236138792197,0.027478505040963632,0.027478505040963632,-0.17700124225266428,-0.7085225508154861,0.6831298231106248,-0.19450219241523015,-0.778577527227321,0.7506741004087211,2.7537744574490395,3.671770930290222,26.750551726698315,21.975107192993164,0.5623244158923626
838,27933054,27966387,4599954,4633287,10218,10218,2.1850956741764125,True,3211,10218,0.24030123263200137,0.02632216135487775,0.02632216135487775,0.31401892821664723,-0.21702793377104146,0.9242786315140996,0.6861614016595393,-0.47422679926119476,2.019637239466427,2.916898844845257,3.4497653245925903,50.97877725600076,50.6684455871582,0.5246059540659189
839,27966387,27999720,4633287,4666620,10266,10263,1.3120529828627154,True,9093,10263,1.7942802348183091,0.03806574526801206,0.03806574526801206,-0.9521005084946738,0.15158670938654112,0.2655674890807102,-1.2492063121586123,0.19888979421344324,0.348438616200563,3.062174540518165,3.6055939197540283,49.413634056121786,48.13166046142578,0.5807078457437456
840,27999720,28033053,4666620,4699953,10195,10195,1.0888460992229945,True,7056,10195,2.2595983033927363,0.032474257937861,0.032474257937861,0.46810894154394295,0.09629049449852371,-0.8784088794586749,0.509698595012545,0.10484552932718014,-0.9564520819233299,3.0887424580975744,3.699352502822876,21.948173923782416,17.520296096801758,0.6104728071950376
841,28033053,28066386,4699953,4733286,10164,10158,1.1257098548686275,True,10158,10158,0.24748635579924738,0.041695002195916216,0.041695002195916216,-0.21819464359270685,0.3161425611460753,0.9232794693568638,-0.2456238605722951,0.3558847966261781,1.0393447974547485,3.8579087478771945,4.280677080154419,45.39417113101161,44.324764251708984,0.8201556173153222
842,28066386,28099719,4733286,4766619,10195,10192,3.2448291055347207,True,6617,10192,0.40693888480500234,0.028513090314521133,0.028513090314521133,0.05580141124318651,-0.3941496345381615,-0.9173506789086686,0.181066043332031,-1.2789482060869029,-2.976646182908616,3.383801218466007,3.6444482803344727,32.77915413001643,27.9482364654541,0.564941962249577
843,28099719,28133052,4766619,4799952,10195,10194,1.6665318789273256,True,7247,10194,1.510249077695704,0.03076765704244427,0.03076765704244427,0.707184233153993,0.705511439875309,-0.04630408812020928,1.1785450688299244,1.1757573055041326,-0.07716723897725208,3.2936306475576367,3.6217901706695557,51.42407471857189,50.245399475097656,0.49548912420868874
844,28133052,28166385,4799952,4833285,10247,10246,1.4651367275275136,True,120,10246,0.06279360220134159,0.006689239546571421,0.006689239546571421,-0.06738503892419524,-0.49623108649394226,0.8655714674824863,-0.09872829541402753,-0.7270463901654988,1.268180547312562,2.910185271685233,3.517258405685425,38.30174432274608,38.11359786987305,0.4421177702024579
845,28166385,28199718,4833285,4866618,10673,10672,1.9599114301128238,True,5533,10672,0.8545714865831306,0.03426796896180896,0.03426796896180896,-0.4400864277533052,-0.7695702949626831,0.4626937401910026,-0.8625304199940037,-1.5082896173775204,0.9068387500449214,2.1726815862564726,1.6259108781814575,57.02188077930925,56.3215217590332,0.30511208437383175
846,28199718,28233051,4866618,4899951,12802,12802,1.7131029125575636,True,6618,12802,1.9186158602309975,0.04259997743527154,0.04259997743527154,-0.7251326693307844,-0.6834634578179151,-0.0840256728024341,-1.242226887825486,-1.1708432402185667,-0.1439446248079545,1.5466620176031003,1.352405846118927,50.37201702354513,47.586456298828125,0.22224074508994818
847,28233051,28266384,4899951,4933284,11778,11778,3.46352633317247,True,7903,11778,0.44464808193833594,0.040644451371087305,0.040644451371087305,-0.5977852541306609,-0.09611781968310035,0.7958732026396266,-2.0704449692673146,-0.3329065995601158,2.7565277952134135,1.7369994640917374,1.439820408821106,56.50788146608611,54.869667053222656,0.2625964982435107
848,28266384,28299717,4933284,4966617,13328,13318,2.6774295985023024,True,4398,13318,0.4310222950658792,0.03450363719160933,0.03450363719160933,-0.08055458014940384,-0.6699908233342824,-0.7379859458389161,-0.2156792171879152,-1.7938532611282465,-1.975905414676766,1.6749223615188318,1.3587168455123901,52.79146207748438,52.17960739135742,0.24243718991056085
849,28299717,28333050,4966617,4999950,13376,13376,1.6604819258962376,True,12137,13376,1.6967234245349956,0.055135602815153346,0.055135602815153346,-0.781321036695661,-0.43711756316189315,0.44549486370616603,-1.297369459758024,-0.7258258131234554,0.7397361692650466,1.598426545834997,1.2545174360275269,54.9160155725251,54.80972099304199,0.28218228416517377
850,28333050,28366383,4999950,5033283,13822,13822,3.029398358653726,True,10095,13822,1.2459985199048866,0.05319284168604706,0.05319284168604706,-0.6479334943298891,-0.3206955152210083,0.6908954866249952,-1.9628486642434715,-0.9715144674399807,2.092997653187007,1.1637173942089118,1.1391361355781555,50.58476275677378,52.102699279785156,0.23114996263757348
851,28366383,28399716,5033283,5066616,11945,11945,1.8901275250399587,True,10909,11945,1.514978325529043,0.05515173020238018,0.05515173020238018,-0.7866390204667338,-0.3575541701642136,0.5033428919475753,-1.4868480648570013,-0.6758229787212723,0.9513822546048336,1.5463641606236085,1.243453860282898,53.23602113336537,52.36564636230469,0.2262405208311975
852,28399716,28433049,5066616,5099949,11119,11119,1.6602887724329671,True,4415,11119,0.12462512482607802,0.038100140942110595,0.038100140942110595,-0.33455909883481,-0.023323881264389657,0.9420860926370639,-0.5554647155133465,-0.038724378193008446,1.5641349622779392,1.859149822884855,1.4848603010177612,45.00394728535617,43.15794372558594,0.25305731082335114
853,28433049,28466382,5099949,5133282,10310,10310,0.9435068128801869,True,5022,10310,2.0049224169474114,0.032537976003909064,0.032537976003909064,0.6621800466700837,-0.2606242275989067,-0.7025614548008655,0.6247713853892214,-0.24590073434225862,-0.6628715190744726,2.2097223805419914,1.7802855372428894,26.520206350221088,21.74827480316162,0.3086086087860167
854,28466382,28499715,5133282,5166615,10290,10290,1.457538467863635,True,6664,10290,1.897104455261072,0.032265918311686174,0.032265918311686174,-0.2956807579677885,0.6602047629974618,-0.6904364998156204,-0.4309660789462954,0.9622738387381996,-1.0063377581011146,2.3628873333521367,1.915862798690796,38.54226366493514,35.95057487487793,0.32870127679780126
855,28499715,28533048,5166615,5199948,10717,10717,4.931416201582965,True,5178,10717,0.10859354958272471,0.03732081960620714,0.03732081960620714,0.0991256311299517,-0.014432315126359568,-0.994970259620636,0.4888297433472668,-0.07117175264060951,-4.90661245839531,1.890547857070518,1.4550392627716064,46.11368827894573,44.81733703613281,0.21269390918314457
856,28533048,28566381,5199948,5233281,11544,11544,1.1112000190625655,True,9033,11544,2.0933769220048877,0.04476959597665495,0.04476959597665495,0.4395379735776831,0.7475906839590073,-0.4979101716537308,0.48841460461938574,0.8307227822681892,-0.5532777922343656,1.9219682400187603,1.4854451417922974,46.679895024124484,44.57263374328613,0.31066503189504147
857,28566381,28599714,5233281,5266614,12874,12874,3.11389888367759,True,11263,12874,1.1572870326193831,0.06136586586089333,0.06136586586089333,0.2816882079523142,0.5844409826384805,-0.7609733841012233,0.877148596289042,1.819890123415867,-2.3695941712643718,1.1787569797483526,1.1197236776351929,54.74942236078513,56.16620635986328,0.20251247892156243
858,28599714,28633047,5266614,5299947,13598,13598,3.528335122305803,True,12919,13598,2.2851321691139166,0.06559850746878906,0.06559850746878906,0.3546151176357221,0.582250169093446,-0.7315961036889581,1.2512009744559685,2.054373721582944,-2.5813162279903996,1.1891475882996787,0.9869602918624878,45.82129497404642,46.25372314453125,0.23084458569064736
859,28633047,28666380,5299947,5333280,16449,16449,3.5421875988400795,True,15600,16449,3.56712282824461,0.0752744272951551,0.0752744272951551,0.4389407088884897,0.6531152723334814,-0.6170668481800792,1.5548103356526972,2.3134568182754207,-2.185766537281363,1.0399140481375595,0.9955759644508362,46.941899811506225,45.101924896240234,0.2766587748192251
860,28666380,28699713,5333280,5366613,15974,15974,4.398550271416825,True,15262,15974,3.0631101151808644,0.07588614826432416,0.07588614826432416,0.45977353713390495,0.7126298388436393,-0.5298745203714501,2.0223370165528283,3.134538171068854,-2.3306797153992562,0.9489503239379977,0.8603004217147827,52.074156594363,53.97003936767578,0.26831432804465294
861,28699713,28733046,5366613,5399946,15253,15253,3.5029104372878264,True,14098,15253,1.8767768936816847,0.06824897086454713,0.06824897086454713,0.24634018736789282,0.7241256901358338,-0.6441727229325881,0.8629076134554958,2.5365474378881943,-2.2564793545794677,1.1526774681450898,1.0823838710784912,56.34292264823436,58.992210388183594,0.24746456928551197
862,28733046,28766379,5399946,5433279,12204,12204,3.776501887906811,True,9074,12204,0.5670752354329743,0.04952302659525982,0.04952302659525982,0.2843062682524883,0.3163097229631363,-0.9050514377585666,1.0736831588005935,1.1945442659350454,-3.4179284633522378,1.4033564827631566,1.272568166255951,51.31668896473497,51.41353416442871,0.2069011190906167
863,28766379,28799712,5433279,5466612,10367,10366,1.2903389290377991,True,4237,10366,0.6914304313811981,0.033026360286129694,0.033026360286129694,-0.6327471683754106,-0.5089173948919865,0.5836386776722977,-0.8164583035990182,-0.6566759262982903,0.7530917062980513,2.3054970706476663,1.696775734424591,47.253918756694375,45.03605270385742,0.2839584187604487
