interval_index,start_s,end_s,events,dynamic_fraction,max_probability,mean_probability
0,0.0,0.09999999999999999,958779,0.40612955729166667,0.7310585379600525,0.45636698603630066
1,0.09999999999999999,0.19999999999999998,894835,0.3779296875,0.7310585379600525,0.44342711567878723
2,0.19999999999999998,0.3,919561,0.3334733072916667,0.7310585379600525,0.42286908626556396
3,0.3,0.39999999999999997,951357,0.27897786458333335,0.7310585379600525,0.3977862596511841
4,0.39999999999999997,0.5,920934,0.26867513020833333,0.7310585379600525,0.39295968413352966
5,0.5,0.6,887604,0.254365234375,0.7310585379600525,0.38646018505096436
6,0.6,0.7,929882,0.223583984375,0.7310585379600525,0.3722330927848816
7,0.7,0.7999999999999999,981998,0.22097330729166667,0.7310585379600525,0.37102046608924866
8,0.7999999999999999,0.8999999999999999,1045281,0.17458658854166667,0.7310585379600525,0.34930938482284546
9,0.8999999999999999,1.0,1085443,0.16266276041666666,0.7310585379600525,0.34405824542045593
10,1.0,1.0999999999999999,1086467,0.09095703125,0.7310585379600525,0.31112125515937805
11,1.0999999999999999,1.2,1122612,0.111513671875,0.7310585379600525,0.3208218514919281
12,1.2,1.3,1085457,0.14155924479166668,0.7310585379600525,0.33448436856269836
13,1.3,1.4,1093766,0.1490625,0.7310585379600525,0.3378645181655884
14,1.4,1.5,1199450,0.14045572916666665,0.7310585379600525,0.3336198329925537
15,1.5,1.5999999999999999,1337042,0.140634765625,0.7310585379600525,0.33368703722953796
16,1.5999999999999999,1.7,1330901,0.198515625,0.7310585379600525,0.3602958023548126
17,1.7,1.7999999999999998,1307475,0.15183268229166666,0.7310585379600525,0.3388214409351349
18,1.7999999999999998,1.9,1263139,0.17691731770833333,0.7310585379600525,0.3504702150821686
19,1.9,2.0,1277643,0.18542317708333333,0.7310585379600525,0.3544800877571106
20,2.0,2.1,1344169,0.16932942708333334,0.7310585379600525,0.34712904691696167
21,2.1,2.1999999999999997,1318916,0.21611002604166665,0.7310585379600525,0.368575781583786
22,2.1999999999999997,2.3,1280241,0.21361653645833334,0.7310585379600525,0.36748361587524414
23,2.3,2.4,1241143,0.19701497395833334,0.7310585379600525,0.36018672585487366
24,2.4,2.5,1335764,0.16764322916666666,0.7310585379600525,0.3464254140853882
25,2.5,2.6,1346886,0.16511067708333332,0.7310585379600525,0.34534481167793274
26,2.6,2.6999999999999997,1346237,0.21697591145833334,0.7310585379600525,0.36931195855140686
27,2.6999999999999997,2.8,1375892,0.2585221354166667,0.7310585379600525,0.3880588710308075
28,2.8,2.9,1388754,0.2342578125,0.7310585379600525,0.377267986536026
29,2.9,3.0,1432244,0.2619921875,0.7310585379600525,0.3898027241230011
30,3.0,3.0999999999999996,1445744,0.19325520833333334,0.7310585379600525,0.3580082654953003
31,3.0999999999999996,3.1999999999999997,1488971,0.18514973958333333,0.7310585379600525,0.35465386509895325
32,3.1999999999999997,3.3,1476577,0.184951171875,0.7310585379600525,0.3543189465999603
33,3.3,3.4,1535486,0.20870442708333334,0.7310585379600525,0.3654751479625702
34,3.4,3.5,1739275,0.15300455729166668,0.7310585379600525,0.3396376669406891
35,3.5,3.5999999999999996,1776813,0.13421875,0.7310585379600525,0.33114367723464966
36,3.5999999999999996,3.6999999999999997,1751957,0.19192057291666667,0.7310585379600525,0.35748663544654846
37,3.6999999999999997,3.8,1747135,0.17954752604166666,0.7310585379600525,0.35190659761428833
38,3.8,3.9,1715106,0.16512369791666667,0.7310585379600525,0.3452516794204712
39,3.9,4.0,1764023,0.166796875,0.7310585379600525,0.3459223508834839
40,4.0,4.1,1862028,0.14431315104166667,0.7310585379600525,0.33588624000549316
41,4.1,4.2,1838999,0.17852864583333333,0.7310585379600525,0.35108330845832825
42,4.2,4.3,1864547,0.19173828125,0.7310585379600525,0.3574293553829193
43,4.3,4.3999999999999995,1928600,0.18666341145833334,0.7310585379600525,0.3550618290901184
44,4.3999999999999995,4.5,1957529,0.21354166666666666,0.7310585379600525,0.3677248954772949
45,4.5,4.6,2077105,0.19862955729166668,0.7310585379600525,0.36045655608177185
46,4.6,4.7,2135847,0.12026692708333334,0.7310585379600525,0.32479140162467957
47,4.7,4.8,2123088,0.11528971354166667,0.7310585379600525,0.3224957585334778
48,4.8,4.8999999999999995,2048870,0.126064453125,0.7310585379600525,0.3271448016166687
49,4.8999999999999995,5.0,2012517,0.15107747395833335,0.7310585379600525,0.3385898470878601
50,5.0,5.1,1953669,0.13029622395833335,0.7310585379600525,0.3295925557613373
51,5.1,5.2,1866797,0.153779296875,0.7310585379600525,0.34024593234062195
52,5.2,5.3,1689573,0.13909830729166667,0.7310585379600525,0.3334343433380127
53,5.3,5.3999999999999995,1666816,0.138720703125,0.7310585379600525,0.3330337107181549
54,5.3999999999999995,5.5,1579548,0.143916015625,0.7310585379600525,0.33528846502304077
55,5.5,5.6,1474536,0.10953450520833333,0.7310585379600525,0.3196730613708496
56,5.6,5.7,1428174,0.10994466145833333,0.7310585379600525,0.320222944021225
57,5.7,5.8,1330406,0.114755859375,0.7310585379600525,0.3222033977508545
58,5.8,5.8999999999999995,1219810,0.09183919270833334,0.7310585379600525,0.31136029958724976
59,5.8999999999999995,6.0,1168108,0.07706705729166667,0.7310585379600525,0.30464285612106323
60,6.0,6.1,1161321,0.07943684895833333,0.7310585379600525,0.3055728077888489
61,6.1,6.199999999999999,1037296,0.086318359375,0.7310585379600525,0.30881062150001526
62,6.199999999999999,6.3,847658,0.08102213541666667,0.7310585379600525,0.3066117763519287
63,6.3,6.3999999999999995,811203,0.08569010416666667,0.7310585379600525,0.30854302644729614
64,6.3999999999999995,6.5,687480,0.129091796875,0.7310585379600525,0.32863283157348633
65,6.5,6.6,632793,0.17734375,0.7310585379600525,0.3507055640220642
66,6.6,6.699999999999999,735439,0.144931640625,0.7310585379600525,0.3359460234642029
67,6.699999999999999,6.8,831730,0.083994140625,0.7310585379600525,0.30773812532424927
68,6.8,6.8999999999999995,907269,0.085625,0.7310585379600525,0.3083932101726532
69,6.8999999999999995,7.0,877125,0.079267578125,0.7310585379600525,0.3057815432548523
70,7.0,7.1,808288,0.07899739583333333,0.7310585379600525,0.30551770329475403
71,7.1,7.199999999999999,858238,0.08691080729166667,0.7310585379600525,0.30937686562538147
72,7.199999999999999,7.3,912359,0.07493815104166666,0.7310585379600525,0.30362698435783386
73,7.3,7.3999999999999995,801952,0.062027994791666666,0.7310585379600525,0.29797106981277466
74,7.3999999999999995,7.5,802471,0.05559244791666667,0.7310585379600525,0.2948911488056183
75,7.5,7.6,792893,0.09133138020833333,0.7310585379600525,0.3111627697944641
76,7.6,7.699999999999999,781983,0.08960611979166666,0.7310585379600525,0.31050026416778564
77,7.699999999999999,7.8,723313,0.072275390625,0.7310585379600525,0.3025810122489929
78,7.8,7.8999999999999995,729589,0.10946614583333333,0.7310585379600525,0.31970933079719543
79,7.8999999999999995,8.0,681915,0.105087890625,0.7310585379600525,0.3178960382938385
80,8.0,8.1,668108,0.11668294270833333,0.7310585379600525,0.3229548931121826
81,8.1,8.2,596465,0.12614583333333335,0.7310585379600525,0.3271426856517792
82,8.2,8.299999999999999,452727,0.13474609375,0.7310585379600525,0.33114326000213623
83,8.299999999999999,8.4,430928,0.12282877604166667,0.7310585379600525,0.325782835483551
84,8.4,8.5,419164,0.125751953125,0.7310585379600525,0.3272082209587097
85,8.5,8.6,383854,0.13234375,0.7310585379600525,0.33005937933921814
86,8.6,8.7,370280,0.10096028645833334,0.7310585379600525,0.3157154619693756
87,8.7,8.799999999999999,304289,0.11146158854166667,0.7310585379600525,0.32036152482032776
88,8.799999999999999,8.9,296105,0.093701171875,0.7310585379600525,0.31210651993751526
89,8.9,9.0,333973,0.05827799479166667,0.7310585379600525,0.2958425283432007
90,9.0,9.1,370606,0.051770833333333335,0.7310585379600525,0.29303237795829773
91,9.1,9.2,346216,0.06432942708333333,0.7310585379600525,0.29881373047828674
92,9.2,9.299999999999999,340297,0.058619791666666664,0.7310585379600525,0.29615315794944763
93,9.299999999999999,9.4,352964,0.06256510416666666,0.7310585379600525,0.2980100214481354
94,9.4,9.5,364194,0.06352864583333333,0.7310585379600525,0.2984069585800171
95,9.5,9.6,344705,0.05099283854166667,0.7310585379600525,0.29271072149276733
96,9.6,9.7,326822,0.04645833333333333,0.7310585379600525,0.2906929850578308
97,9.7,9.799999999999999,308254,0.046048177083333336,0.7310585379600525,0.2903653085231781
98,9.799999999999999,9.9,295530,0.059208984375,0.7310585379600525,0.29635879397392273
99,9.9,10.0,318810,0.045419921875,0.7310585379600525,0.2899889349937439
100,10.0,10.1,327485,0.05033854166666667,0.7310585379600525,0.2923465073108673
101,10.1,10.2,334081,0.064853515625,0.7310585379600525,0.2989494204521179
102,10.2,10.299999999999999,322478,0.06791015625,0.7310585379600525,0.3006187379360199
103,10.299999999999999,10.4,332523,0.060927734375,0.7310585379600525,0.29700759053230286
104,10.4,10.5,342051,0.04556640625,0.7310585379600525,0.29016581177711487
105,10.5,10.6,369014,0.033662109375,0.7310585379600525,0.2846187651157379
106,10.6,10.7,319114,0.04589192708333333,0.7310585379600525,0.2902466058731079
107,10.7,10.799999999999999,300694,0.04720703125,0.7310585379600525,0.290937602519989
108,10.799999999999999,10.9,330472,0.078037109375,0.7310585379600525,0.3050808608531952
109,10.9,11.0,325038,0.09080729166666666,0.7310585379600525,0.31080833077430725
110,11.0,11.1,331852,0.070244140625,0.7310585379600525,0.30153289437294006
111,11.1,11.2,347023,0.07612955729166666,0.7310585379600525,0.30410489439964294
112,11.2,11.299999999999999,334609,0.08869466145833334,0.7310585379600525,0.30998021364212036
113,11.299999999999999,11.4,336611,0.08780924479166667,0.7310585379600525,0.3095576763153076
114,11.4,11.5,348112,0.08328450520833333,0.7310585379600525,0.30741384625434875
115,11.5,11.6,366102,0.07077799479166667,0.7310585379600525,0.3016585409641266
116,11.6,11.7,381233,0.07098958333333333,0.7310585379600525,0.30182814598083496
117,11.7,11.799999999999999,405214,0.06819986979166667,0.7310585379600525,0.300443559885025
118,11.799999999999999,11.899999999999999,424512,0.07493489583333333,0.7310585379600525,0.3036043047904968
119,11.899999999999999,12.0,457403,0.10038411458333334,0.7310585379600525,0.31541407108306885
120,12.0,12.1,502539,0.11348307291666666,0.7310585379600525,0.32112962007522583
121,12.1,12.2,575511,0.11553059895833333,0.7310585379600525,0.32227379083633423
122,12.2,12.299999999999999,743726,0.1558203125,0.7310585379600525,0.3409518599510193
123,12.299999999999999,12.399999999999999,816442,0.17500651041666668,0.7310585379600525,0.34976378083229065
124,12.399999999999999,12.5,864098,0.154033203125,0.7310585379600525,0.34001877903938293
125,12.5,12.6,830482,0.110576171875,0.7310585379600525,0.3200034201145172
126,12.6,12.7,657964,0.08266276041666666,0.7310585379600525,0.3070662319660187
127,12.7,12.799999999999999,569171,0.08125325520833333,0.7310585379600525,0.30663546919822693
128,12.799999999999999,12.899999999999999,672904,0.07086263020833333,0.7310585379600525,0.30174750089645386
129,12.899999999999999,13.0,415990,0.06233072916666667,0.7310585379600525,0.29746463894844055
130,13.0,13.1,338228,0.04746419270833333,0.7310585379600525,0.29101380705833435
131,13.1,13.2,328810,0.03331705729166667,0.7310585379600525,0.2845626771450043
132,13.2,13.299999999999999,341438,0.03850260416666667,0.7310585379600525,0.2870439291000366
133,13.299999999999999,13.399999999999999,335050,0.047796223958333335,0.7310585379600525,0.2913082540035248
134,13.399999999999999,13.5,339242,0.055921223958333335,0.7310585379600525,0.29449325799942017
135,13.5,13.6,328535,0.047158203125,0.7310585379600525,0.29086723923683167
136,13.6,13.7,341646,0.075556640625,0.7310585379600525,0.3037686347961426
137,13.7,13.799999999999999,352943,0.075810546875,0.7310585379600525,0.3041974604129791
138,13.799999999999999,13.899999999999999,353745,0.05509765625,0.7310585379600525,0.2943936288356781
139,13.899999999999999,14.0,329605,0.04554361979166666,0.7310585379600525,0.290053129196167
140,14.0,14.1,301378,0.032945963541666665,0.7310585379600525,0.2841697037220001
141,14.1,14.2,313486,0.027164713541666666,0.7310585379600525,0.2816433906555176
142,14.2,14.299999999999999,295926,0.038193359375,0.7310585379600525,0.2866237759590149
143,14.299999999999999,14.399999999999999,281635,0.020611979166666666,0.7310585379600525,0.2785595655441284
144,14.399999999999999,14.5,270301,0.027421875,0.7310585379600525,0.2817460894584656
145,14.5,14.6,274780,0.029866536458333332,0.7310585379600525,0.28286978602409363
146,14.6,14.7,260772,0.031376953125,0.7310585379600525,0.2835663855075836
147,14.7,14.799999999999999,244825,0.015826822916666667,0.7310585379600525,0.27653768658638
148,14.799999999999999,14.899999999999999,311793,0.04255208333333333,0.7310585379600525,0.28863900899887085
149,14.899999999999999,15.0,251265,0.04126627604166667,0.7310585379600525,0.2881259620189667
150,15.0,15.1,254043,0.03306966145833334,0.7310585379600525,0.2842696011066437
151,15.1,15.2,251991,0.030221354166666665,0.7310585379600525,0.2830364406108856
152,15.2,15.299999999999999,282948,0.051285807291666666,0.7310585379600525,0.29278868436813354
153,15.299999999999999,15.399999999999999,272391,0.025087890625,0.7310585379600525,0.28061220049858093
154,15.399999999999999,15.5,293146,0.019130859375,0.7310585379600525,0.27781614661216736
155,15.5,15.6,234994,0.03979817708333333,0.7310585379600525,0.287416011095047
156,15.6,15.7,251427,0.03770182291666667,0.7310585379600525,0.2864150404930115
157,15.7,15.799999999999999,236136,0.032024739583333336,0.7310585379600525,0.28385981917381287
158,15.799999999999999,15.899999999999999,247647,0.049055989583333334,0.7310585379600525,0.2916496992111206
159,15.899999999999999,16.0,256592,0.03791666666666667,0.7310585379600525,0.28642141819000244
160,16.0,16.099999999999998,266746,0.04567708333333333,0.7310585379600525,0.29004642367362976
161,16.099999999999998,16.2,275623,0.05134765625,0.7310585379600525,0.2927820682525635
162,16.2,16.3,286032,0.03727864583333333,0.7310585379600525,0.28618302941322327
163,16.3,16.4,298784,0.03986002604166667,0.7310585379600525,0.287218302488327
164,16.4,16.5,293847,0.04187825520833333,0.7310585379600525,0.28824856877326965
165,16.5,16.599999999999998,289948,0.034951171875,0.7310585379600525,0.28510016202926636
166,16.599999999999998,16.7,263874,0.024817708333333334,0.7310585379600525,0.280424028635025
167,16.7,16.8,263351,0.047021484375,0.7310585379600525,0.2907213568687439
168,16.8,16.9,268190,0.04479166666666667,0.7310585379600525,0.28970617055892944
169,16.9,17.0,272894,0.03485026041666667,0.7310585379600525,0.28509190678596497
170,17.0,17.099999999999998,264459,0.035380859375,0.7310585379600525,0.28527459502220154
171,17.099999999999998,17.2,254158,0.024892578125,0.7310585379600525,0.2804681062698364
172,17.2,17.3,248068,0.022692057291666668,0.7310585379600525,0.2794170081615448
173,17.3,17.4,238950,0.026363932291666666,0.7310585379600525,0.28117048740386963
174,17.4,17.5,221516,0.0325,0.7310585379600525,0.28409814834594727
175,17.5,17.599999999999998,226172,0.021565755208333332,0.7310585379600525,0.278983473777771
176,17.599999999999998,17.7,222474,0.015657552083333335,0.7310585379600525,0.27628734707832336
177,17.7,17.8,221272,0.026468098958333332,0.7310585379600525,0.2812943160533905
178,17.8,17.9,219242,0.016350911458333332,0.7310585379600525,0.27668413519859314
179,17.9,18.0,222944,0.008258463541666667,0.7310585379600525,0.27290087938308716
180,18.0,18.099999999999998,221608,0.017727864583333332,0.7310585379600525,0.27731138467788696
181,18.099999999999998,18.2,223688,0.004736328125,0.7310585379600525,0.2712271809577942
182,18.2,18.3,201086,0.015358072916666667,0.7310585379600525,0.2762352526187897
